Company Code,Company Name,No,Subsidiary Name,Business Activity,Location,Commercial Year,Operating Status,Total Assets,Unit,Currency,Ownership Percentage
JSMR,PT Jasa Marga Tbk,16,PT Jasamarga Balikpapan Samarinda (JBS),Pengusahaan Ruas Jalan Tol Balikpapan- Samarinda,Balikpapan,2020,Operasi,9.515.000,JUTAAN,IDR,67.39
JSMR,PT Jasa Marga Tbk,17,PT Jasamarga Transjawa Tol (JTT),Pengusahaan Ruas Jalan Tol Trans Jawa,Jakarta,2017,Operasi,63.115.002,JUTAAN,IDR,65.0
CSMI,PT Cipta Selera Murni Tbk.,1,PT CIPTA GLOBAL SELERA,RESTORAN,JAWA BARAT,2005,TIDAK BEROPERASI,3.644.954.153,PENUH,IDR,88.0
SEMA,PT Semacom Integrated Tbk,1,PT Global Solution Engineering,Jasa Konstruksi Panel Listrik/ Jasa Konstruksi Panel Listrik,Tangerang,2009,Beroperasi,55.129.391.122,PENUH,IDR,45.0
TLDN,PT Teladan Prima Agro Tbk,1,PT Cahaya Anugerah Plantation,Perkebunan kelapa sawit,Jakarta,2013,Beroprasi,717.869,RIBUAN,IDR,99.9993
TLDN,PT Teladan Prima Agro Tbk,2,PT Multi Jayantara Abadi,Perkebunan kelapa sawit,Jakarta,2011,Beroprasi,671.683,RIBUAN,IDR,99.9999
TLDN,PT Teladan Prima Agro Tbk,3,PT Tanjung Buyu Perkasa Plantation,Perkebunan kelapa sawit,Jakarta,2009,Beroprasi,1.076.477,RIBUAN,IDR,99.9986
TLDN,PT Teladan Prima Agro Tbk,4,PT Cipta Davia Mandiri,Perkebunan kelap sawit,Jakarta,2025,Beroprasi,544.805,RIBUAN,IDR,99.9999
TLDN,PT Teladan Prima Agro Tbk,5,PT Telen,Perkebunan kelapa sawit,Jakarta,2010,Beroprasi,1.261.822,RIBUAN,IDR,99.9995
TLDN,PT Teladan Prima Agro Tbk,6,PT Telen Prima Sawit,Perkebunan kelapa sawit,Jakarta,2011,Beroprasi,915.672,RIBUAN,IDR,99.9998
TLDN,PT Teladan Prima Agro Tbk,7,PT Sawit Prima Nusantara,Perkebunan kelapa sawit,Jakarta,2012,Beroprasi,304.987,RIBUAN,IDR,99.9984
TLDN,PT Teladan Prima Agro Tbk,8,PT Inti Energi Kaltim,Perkebunan kelapa sawit,Jakarta,2012,Beroprasi,238.760,RIBUAN,IDR,99.9979
TLDN,PT Teladan Prima Agro Tbk,9,PT Gemilang Sejahtera Abadi,Perkebunan kelapa sawit,Jakarta,2012,Beroprasi,554.582,RIBUAN,IDR,99.9993
TLDN,PT Teladan Prima Agro Tbk,10,PT Daya Lestari,Pembangkit listrik,Jakarta,2012,Beroprasi,58.604,RIBUAN,IDR,99.92
HERO,PT DFI Retail Nusantara Tbk,1,PT Distribusi Mebel Nusantara,Perdagangan Besar,Kota Tangerang,2021,Operasi,245.618,JUTAAN,IDR,100.0
HERO,PT DFI Retail Nusantara Tbk,2,PT Rumah Mebel Nusantara,Ritel,Kota Tangerang,2020,Operasi,743.632,JUTAAN,IDR,99.99
HERO,PT DFI Retail Nusantara Tbk,3,PT Distribusi Kesehatan dan Kecantikan Nusantara,Perdagangan Besar,Kota Tangerang Selatan,2022,Operasi,9.792,JUTAAN,IDR,99.99
CMPP,PT AirAsia Indonesia Tbk,1,PT Indonesia AirAsia,Penerbangan,Tangerang,2004,Beroperasi,5.746.094,JUTAAN,IDR,57.25
CMPP,PT AirAsia Indonesia Tbk,2,PT Garda Tawang Reksa Indonesia,Aktivitas Kebandarudar aan,Tangerang,2016,Beroperasi,48.556,JUTAAN,IDR,38.36
IKAI,Intikeramik Alamasri Industri Tbk,1,PT Nusantara Bhuana Investasi,Praoperasiona l perhotelan/Pr e-operating hospitality,"Menara Bidakara 2, Lt 1, Jakarta",,,142,MILYARAN,IDR,99.84
IKAI,Intikeramik Alamasri Industri Tbk,2,PT Saka Mitra Sejati,Perhotelan/ Hospitality,"Jl. Gagak hitam no 12, Medan",2012,AKTIF,104,MILYARAN,IDR,70.0
IKAI,Intikeramik Alamasri Industri Tbk,3,PT Internusa Keramik Alamasri Industri,Industri ubin porselen/Porc elain tile manufacturing,Kawasan Industri Palm Manis,1995,AKTIF,317,MILYARAN,IDR,90.75
IKAI,Intikeramik Alamasri Industri Tbk,4,PT Internusa Keramik Alamasri Industri,Industri ubin porselen/Porc elain tile manufacturing,Kawasan Industri Palm Manis,1995,AKTIF,317,MILYARAN,IDR,90.75
IKAI,Intikeramik Alamasri Industri Tbk,5,PT Hotel Properti Internasional,Perhotelan/ Hospitality,"Jl. Salak No 38-40, Bogor",2015,AKTIF,151,MILYARAN,IDR,99.28
IKAI,Intikeramik Alamasri Industri Tbk,6,PT Hotel Properti Internasional,Perhotelan/ Hospitality,"Jl. Salak No 38-40, Bogor",2015,AKTIF,151,MILYARAN,IDR,99.28
IKAI,Intikeramik Alamasri Industri Tbk,7,PT Nusantara Bhuana Investasi,Praoperasiona l perhotelan/Pr e-operating hospitality,"Menara Bidakara 2, Lt 1, Jakarta",,,142,MILYARAN,IDR,99.84
SAME,Sarana Meditama Metropolitan Tbk,1,PT Sarana Meditama International (SMI),Kesehatan,Tangerang Selatan,2007,BEROPERASI,1.321.431.237.916,PENUH,IDR,99.999
SAME,Sarana Meditama Metropolitan Tbk,2,PT Kurnia Sejahtera Utama (KSU),Kesehatan,Kota Bekasi,2018,BEROPERASI,357.538.961.149,PENUH,IDR,99.999
SAME,Sarana Meditama Metropolitan Tbk,3,PT Sarana Meditama Anugerah (SMA),Kesehatan,Kabupaten Bekasi,2016,BEROPERASI,308.864.510.563,PENUH,IDR,99.999
SAME,Sarana Meditama Metropolitan Tbk,4,PT Sarana Meditama Nusantara (SMN),Kesehatan,Tangerang Selatan,,TIDAK BEROPERASI,43.208.581.453,PENUH,IDR,99.999
SAME,Sarana Meditama Metropolitan Tbk,5,PT Sentosa Indah Sejahtera (SIS),Kesehatan,Tangerang Selatan,,TIDAK BEROPERASI,1.172.011.053,PENUH,IDR,99.92
SAME,Sarana Meditama Metropolitan Tbk,6,PT Elang Medika Corpora (EMC),Kesehatan,Jakarta,2013,BEROPERASI,1.416.505.082.306,PENUH,IDR,99.999
SAME,Sarana Meditama Metropolitan Tbk,7,PT Kedoya Adyaraya Tbk (RSGK),Kesehatan,Jakarta,2011,BEROPERASI,1.075.162.660.798,PENUH,IDR,77.31
POSA,PT Bliss Properti Indonesia Tbk.,1,PT Tanjung Pinang Sakti (TPS),Pusat perbelanjaan dan fasilitas lainnya,Jakarta,2016,Beroperasi,192.129.625.156,PENUH,IDR,90.0
POSA,PT Bliss Properti Indonesia Tbk.,2,PT Utama Teguh Abadi (UTA),Pusat perbelanjaan dan fasilitas lainnya,Jakarta,,Pra-operasi,172.036.670.584,PENUH,IDR,99.99
POSA,PT Bliss Properti Indonesia Tbk.,3,PT BST Perlautan Bali (BPB),Properti,Jakarta,,Pra-operasi,3.000.000.000,PENUH,IDR,99.99
POSA,PT Bliss Properti Indonesia Tbk.,4,PT Berkat Perdana Makmur (BPM),Perdagangan,Jakarta,2019,Beroperasi,47.617.201,PENUH,IDR,99.99
POSA,PT Bliss Properti Indonesia Tbk.,5,PT Bliss Pembangunan Sejahtera (BPS),Pusat perbelanjaan dan fasilitas lainnya,Jakarta,2015,Beroperasi,179.621.889.577,PENUH,IDR,99.99
POSA,PT Bliss Properti Indonesia Tbk.,6,PT Tanjung Pinang Indah (TPI),Investasi,Jakarta,2016,Beroperasi,204.322.135.751,PENUH,IDR,99.99
POSA,PT Bliss Properti Indonesia Tbk.,7,PT ABC Bali Laut (ABL),Investasi,Jakarta,,Pra-operasi,3.000.000.000,PENUH,IDR,99.99
POSA,PT Bliss Properti Indonesia Tbk.,8,PT Lahan Makmur lndah (LMI),Investasi,Jakarta,2016,Beroperasi,195.687.441.299,PENUH,IDR,99.99
POSA,PT Bliss Properti Indonesia Tbk.,9,PT Pusat Bisnis Ponorogo (PBP),"Pusat perbelanjaan, hotel dan fasilitas lainnya",Jakarta,2013,Beroperasi,99.171.576.982,PENUH,IDR,99.99
POSA,PT Bliss Properti Indonesia Tbk.,10,PT Merdeka Agung Sempurna (MAS),Investasi,Jakarta,2016,Beroperasi,1.479.744.900,PENUH,IDR,99.99
GZCO,Gozco Plantations Tbk,1,PT Suryabumi Agrolanggeng,Perkebunan Kelapa Sawit,Jakarta,1990,Operasi,1.678.952,JUTAAN,IDR,99.5
GZCO,Gozco Plantations Tbk,2,PT Palma Sejahtera,Perkebunan Kelapa Sawit,Surabaya,0,Tidak Beroperasi,11,JUTAAN,IDR,99.99
GZCO,Gozco Plantations Tbk,3,PT Bumi Mas Indo Sawit,Perkebunan Kelapa Sawit,Surabaya,0,Tidak Beroperasi,119.463,JUTAAN,IDR,99.5
GZCO,Gozco Plantations Tbk,4,PT Cahya Vidi Abadi,Perkebunan Kelapa Sawit,Palembang,2013,Operasi,475.846,JUTAAN,IDR,99.5
GZCO,Gozco Plantations Tbk,5,PT Telaga Sari Persada,Perkebunan Kelapa Sawit,Sampit,2013,Operasi,124.211,JUTAAN,IDR,99.99
BOLT,PT Garuda Metalindo Tbk.,1,PT Mega Pratama Ferindo,Penggilingan Baja,Tangerang,1995,Aktif,351.360.401.828,PENUH,IDR,69.75
BOLT,PT Garuda Metalindo Tbk.,2,PT Indo Kida Plating,Jasa plating dan perdagangan barang- barang dari logam,Cibitung,2010,Aktif,27.234.834.331,PENUH,IDR,99.0
BOLT,PT Garuda Metalindo Tbk.,3,PT Garuda Metal Utama,Logam dasar besi baja,Cibitung,1991,Aktif,275.025.394.667,PENUH,IDR,60.0
FMII,Fortune Mate Indonesia Tbk,1,PT. Indosuryo Wahyupahala,Pembangunan Real Estate,Sidoarjo,2026,Aktif,29.245,JUTAAN,IDR,99.99
FMII,Fortune Mate Indonesia Tbk,2,PT. Multi Bangun Sarana,Pembangunan Real Estate,Surabaya,2026,Aktif,202.722,JUTAAN,IDR,99.85
AXIO,PT Tera Data Indonusa Tbk,1,PT Internet Pratama Indonesia,"Perdagangan besar komputer, perlengkapan komputer dan piranti lunak",Surabaya,2000,Beroperasi,173.385,JUTAAN,IDR,60.01
AXIO,PT Tera Data Indonusa Tbk,2,PT Pintar Pilih Motor,Perdagangan besar sepeda motor listrik,Jakarta,2022,Beroperasi,5.693,JUTAAN,IDR,99.99
CLAY,PT Citra Putra Realty Tbk,1,PT Citra Putra Thamrin,Perhotelan,Jakarta,2015,Opearsi,29.830,JUTAAN,IDR,90.0
CLAY,PT Citra Putra Realty Tbk,2,PT Oso Jasa Medika,Rumah Sakit,Jakarta,2019,Belum Operasi,4.876,JUTAAN,IDR,60.0
ADMR,PT Alamtri Minerals Indonesia Tbk,1,PT Kalimantan Aluminium Industry,Pengolahan logam,Indonesia,,Belum Beroperasi,1.656.675,RIBUAN,USD,65.0
ADMR,PT Alamtri Minerals Indonesia Tbk,2,PT Alam Tri Cakra Indonesia,Investasi,Indonesia,,,2.432,RIBUAN,USD,90.84
ADMR,PT Alamtri Minerals Indonesia Tbk,3,PT Batuan Anugerah Semesta,Pertambanga n,Indonesia,,,5.480,RIBUAN,USD,100.0
ADMR,PT Alamtri Minerals Indonesia Tbk,4,PT Alam Tri Daya Indonesia,Investasi,Indonesia,,,1.478.357,RIBUAN,USD,99.99
ADMR,PT Alamtri Minerals Indonesia Tbk,5,PT Maruwai Coal,Pertambanga n,Indonesia,2020,Beroperasi,1.338.951,RIBUAN,USD,99.99
ADMR,PT Alamtri Minerals Indonesia Tbk,6,PT Lahai Coal,Pertambanga n,Indonesia,2016,Beroperasi,119.202,RIBUAN,USD,99.99
ADMR,PT Alamtri Minerals Indonesia Tbk,7,PT Juloi Coal,Pertambanga n,Indonesia,,Belum Beroperasi,26.474,RIBUAN,USD,99.99
ADMR,PT Alamtri Minerals Indonesia Tbk,8,PT Kalteng Coal,Pertambanga n,Indonesia,,Belum Beroperasi,2.135,RIBUAN,USD,99.99
ADMR,PT Alamtri Minerals Indonesia Tbk,9,PT Sumber Barito Coal,Pertambanga n,Indonesia,,Belum Beroperasi,6.569,RIBUAN,USD,99.99
ADMR,PT Alamtri Minerals Indonesia Tbk,10,PT Bumi Alam Seraya,Pertambanga n batu kapur,Indonesia,2024,Beroperasi,5.480,RIBUAN,USD,100.0
ADMR,PT Alamtri Minerals Indonesia Tbk,11,PT Alamtri Baterai Indonesia,Investasi,Indonesia,,,1.699.120,RIBUAN,USD,99.99
ADMR,PT Alamtri Minerals Indonesia Tbk,12,PT Alamtri Indo Aluminium,Investasi,Indonesia,,,1.697.897,RIBUAN,USD,100.0
INDR,PT Indo-Rama Synthetics Tbk,1,PT Tigadaya Minerals Trading (TMT),Perdagangan Batu Bara,Indonesia,2025,2025,2.114.055,PENUH,IDR,51.05
INDR,PT Indo-Rama Synthetics Tbk,2,Indorama Industry Pte Ltd (IIS),Investasi,Singapura,2010,2010,34.935.405,PENUH,USD,100.0
INDR,PT Indo-Rama Synthetics Tbk,3,PT Indorama Trade and Development Services (ITDS),Manajemen gedung kantor dan gedung sekolah,Indonesia,2013,2013,2.106.570,PENUH,USD,99.97
INDR,PT Indo-Rama Synthetics Tbk,4,IRS Global Pte. Ltd. (IRSG),Investasi,Singapura,2015,2015,22.143.880,PENUH,USD,100.0
INDR,PT Indo-Rama Synthetics Tbk,5,PT Cikondang Kancana Prima (CKP),Pertambanga n Emas,Indonesia,0,-,22.887.777,PENUH,USD,80.0
INDR,PT Indo-Rama Synthetics Tbk,6,PT Unggul Jaya Indonesia (UJI),Investasi,Indonesia,2015,2015,5.293.065,PENUH,IDR,100.0
INDR,PT Indo-Rama Synthetics Tbk,7,Indorama IPLIK Sanayi ve Ticaret A.S. (ITR),Manufaktur spun yarns,Turki,1998,1998,74.962.356,PENUH,USD,100.0
INDR,PT Indo-Rama Synthetics Tbk,8,FE Indorama Kokand Textile LLC (IKT),Manufaktur spun yarns,Uzbekistan,2011,2011,140.273.046,PENUH,USD,100.0
INDR,PT Indo-Rama Synthetics Tbk,9,PT Tigadaya Minergy (TDM),Pertambanga n Batu Bara,Indonesia,2007,2007,8.765.293,PENUH,IDR,51.0
BSIM,Bank Sinarmas Tbk,1,PT Bank Nano Syariah,Perbankan Syariah,Jakarta Pusat,2024,Beroperasi,9.411.824,JUTAAN,IDR,51.0
SWID,PT Saraswanti Indoland Development Tbk,1,PT Saraswanti Indoland Development Tbk,Properti & Real Estat,"Jl. Palagan Tentara Pelajar KM 7, Mudal, Sleman, DIY",2010,Beroperasi,510.902.131.547,PENUH,IDR,100.0
VICO,PT Victoria Investama Tbk.,1,PT Victoria Manajemen Investasi (VMI),Pengelolaan Investasi,Jakarta,2015,Beroperasi,23.037.305,RIBUAN,IDR,95.83
VICO,PT Victoria Investama Tbk.,2,PT Bank Victoria International Tbk (BVIC),Bank Umum,Jakarta,1994,Beroperasi,33.965.788.876,RIBUAN,IDR,60.17
VICO,PT Victoria Investama Tbk.,3,PT Victoria Insurance Tbk (VINS),Asuransi Kerugian,Jakarta,2010,Beroperasi,316.476.519,RIBUAN,IDR,83.97
VICO,PT Victoria Investama Tbk.,4,PT Victoria Sekuritas Indonesia (VSI),"Perantara perdagangan efek, manajer investasi/ penasihat investasi dan penjamin emisi efek",Jakarta,2012,Beroperasi,175.639.938,RIBUAN,IDR,99.5
VICO,PT Victoria Investama Tbk.,5,PT Victoria Alife Indonesia (VAI),Asuransi Jiwa,Jakarta,2017,Beroperasi,410.409.910,RIBUAN,IDR,99.33
RLCO,PT Abadi Lestari Indonesia Tbk,1,PT Realfood Winta Asia,Perdagangan produk-produk kesehatan,"Jl. Lettu Suyitno No. 89A, Kalirejo, Bojonegoro, Jawa Timur - 62119",2014,Operasional,586.117.359.606,PENUH,IDR,93.75
PPRE,PT PP Presisi Tbk.,1,PT Lancarjaya Mandiri Abadi,Jasa Konstruksi,Jakarta,1997,Beroperasi,3.682.316.294.563,PENUH,IDR,51.0
BELL,PT Trisula Textile Industries Tbk,1,PT Tricitra Busana Mas,Distributor,Jakarta,1989,1989,22.535.962.803,PENUH,IDR,40.0
BELL,PT Trisula Textile Industries Tbk,2,PT Permata Busana Mas,Distributor,Jakarta,2004,2004,12.629.450.896,PENUH,IDR,60.0
BELL,PT Trisula Textile Industries Tbk,3,PT Sinar Abadi Citranusa,Distributor,Jakarta,1997,1997,51.755.263.449,PENUH,IDR,80.0
BELL,PT Trisula Textile Industries Tbk,4,PT Cakra Kencana,Distributor,Jakarta,2011,2011,12.877.135.381,PENUH,IDR,70.0
BELL,PT Trisula Textile Industries Tbk,5,PT Trimas Bellindo Aparel Manufaktur,Garment,Sukoharjo,2024,2024,53.671.481.690,PENUH,IDR,100.0
BELL,PT Trisula Textile Industries Tbk,6,PT Mido Indonesia,Distributor,Depok,2000,2000,226.922.074.008,PENUH,IDR,99.0
BELL,PT Trisula Textile Industries Tbk,7,PT Savana Lestari,Distributor,Jakarta,2011,2011,26.908.496.479,PENUH,IDR,65.0
BELL,PT Trisula Textile Industries Tbk,8,PT Prima Moda Kreasindo,Distributor,Bandung,2005,2005,32.955.558.877,PENUH,IDR,40.0
BPTR,PT Batavia Prosperindo Trans Tbk.,1,PT Batavia Prosperity Ecotrans,Jasa Transportasi,Tangerang,,Belum beroperasi,81.166.726,PENUH,IDR,99.0
SLIS,PT Gaya Abadi Sempurna Tbk,1,PT JUARA BIKE,"Perindustrian, perdagangan, perbengkelan, dan jasa",Tangerang,2011,beroperasi,238.563.603.407,PENUH,IDR,99.0
DOSS,PT Global Sukses Digital Tbk,1,PT Kreasi Imaji Integrasi,"Jasa Design Khusus Film,Video,Pr ogram TV",Jakarta Selatan,2022,Beroperasi,290.058.088,PENUH,IDR,51.0
DOSS,PT Global Sukses Digital Tbk,2,PT Gambar Masa Depan,"Jasa Design Khusus Film,Video,Pr ogram TV",Jakarta Selatan,2022,Beroperasi,3.717.703.139,PENUH,IDR,52.0
DOSS,PT Global Sukses Digital Tbk,3,PT Bhima Kreasi Bhuana,"Pendidikan Lainnya, produksi gambar bergerak",Jakarta Selatan,2025,Beroperasi,615.649.954,PENUH,IDR,51.0
DOSS,PT Global Sukses Digital Tbk,4,PT Distribusi Selalu Sukses,Perdagangan alat topografi dan barang optik,Jakarta Selatan,2024,Beroperasi,10.036.475.211,PENUH,IDR,99.9
RDTX,Roda Vivatex Tbk,1,PT CHITATEX PENI,"PEMBANGUN AN, REAL ESTAT, PERDAGANG AN DAN JASA",MENARA MANDIRI INHEALTH - JAKARTA SELATAN,2008,2008,3.713.392.803.109,PENUH,IDR,99.99
MDLA,PT Medela Potentia Tbk,1,PT Djembatan Dua,"Perdagangan Produk farmasi, alat kesehatan , produk perawatan kesehatan jasa jasa",Jakarta,1962,beroperasi,255.796,JUTAAN,IDR,99.9
MDLA,PT Medela Potentia Tbk,2,PT Anugrah Argon Medica,Perdagangan Produk Farmasi,Tangerang,1980,beroperasi,5.638.659,JUTAAN,IDR,99.99
MDLA,PT Medela Potentia Tbk,3,"Dynamic Argon Co, Ltd",Perdagangan Produk Farmasi,Kamboja,2018,beroperasi,193.878,JUTAAN,IDR,75.0
MDLA,PT Medela Potentia Tbk,4,PT Deca Metric Medica,Industri Pengolahan produk alat kesehatan,Bekasi,2023,beroperasi,86.619,JUTAAN,IDR,99.9
MDLA,PT Medela Potentia Tbk,5,PT Karsa Inti Tuju Askara,Web Portal dan digital platform,Tangerang,2022,beroperasi,37.458,JUTAAN,IDR,51.0
ERTX,Eratex Djaja Tbk,1,PT Eratex (Hongkong) Ltd,Perdagangan umum/ General trading,Hongkong,2005,Operasi,8.416.593,PENUH,USD,100.0
ERTX,Eratex Djaja Tbk,2,PT Eratex Garment,Industri pembuatan pakaian jadi terpadu dari tekstil/ Integrated garment manufacturing from textile,Kota Probolinggo,,Pra Operasi,78.551,PENUH,USD,99.0
BNGA,PT Bank CIMB Niaga Tbk,1,Reksa Dana Terproteksi Sam Sejahtera Terproteksi 5,Reksa Dana,Jakarta,2024,aktif,515.952,JUTAAN,IDR,99.99
BNGA,PT Bank CIMB Niaga Tbk,2,Reksa Dana Terproteksi Bahana Ultima Protected Fund 236,Reksa Dana,Jakarta,2024,aktif,516.215,JUTAAN,IDR,99.99
BNGA,PT Bank CIMB Niaga Tbk,3,Reksa Dana Terproteksi BNP Paribas Kemilau Proteksi Rupiah,Reksa Dana,Jakarta,2025,aktif,511.844,JUTAAN,IDR,99.99
BNGA,PT Bank CIMB Niaga Tbk,4,Reksa Dana Terproteksi Mandiri Investa 7,Reksa Dana,Jakarta,2025,aktif,506.833,JUTAAN,IDR,99.99
BNGA,PT Bank CIMB Niaga Tbk,5,Reksa Dana Terproteksi BNI AM Proteksi Vanilla,Reksa Dana,Jakarta,2025,aktif,511.347,JUTAAN,IDR,99.99
BNGA,PT Bank CIMB Niaga Tbk,6,Reksa Dana Terproteksi Simas Gemilang 24,Reksa Dana,Jakarta,2026,aktif,452.282,JUTAAN,IDR,99.99
BNGA,PT Bank CIMB Niaga Tbk,7,PT Satyaguna Langgeng Capital,Manajemen Aset Khusus,Jakarta,2026,aktif,200.158,JUTAAN,IDR,99.99
BNGA,PT Bank CIMB Niaga Tbk,8,PT CIMB Niaga Auto Finance,Jasa pembiayaan,Jakarta,1993,aktif,11.646.722,JUTAAN,IDR,83.28
BNGA,PT Bank CIMB Niaga Tbk,9,PT CIMB Niaga Sekuritas,Penjamin emisi efek,Jakarta,2019,aktif,649.945,JUTAAN,IDR,97.32
BNGA,PT Bank CIMB Niaga Tbk,10,Reksa Dana Terproteksi BRI MI Proteksi 102,Reksa Dana,Jakarta,2024,aktif,1.080.517,JUTAAN,IDR,52.38
AGRS,PT Bank IBK Indonesia Tbk.,1,PT BANK IBK INDONESIA,PERBANKAN,JAKARTA,2026,KONVENSIO NAL,23.638.002,JUTAAN,IDR,100.0
BBRM,Pelayaran Nasional Bina Buana Raya Tbk,1,BBR Shipping Pte Ltd,mengelola sewa kapal mewakili Perusahaan dan menyewakan kapal,SINGAPORE,2026,AKTIF,8.724.181,PENUH,USD,100.0
BBRM,Pelayaran Nasional Bina Buana Raya Tbk,2,BBR Shipping (L) Berhad,mengelola sewa kapal mewakili Perusahaan dan menyewakan kapal,MALAYSIA,2026,AKTIF,7.434.031,PENUH,USD,100.0
BRMS,Bumi Resources Minerals Tbk,1,PT Bumi Sumberdaya Semesta (d/h PT Multi Daerah Bersaing),Investasi,"Jakarta, Indonesia",,,652.537.146,PENUH,USD,100.0
BRMS,Bumi Resources Minerals Tbk,2,International Minerals Company LLC,Entitas Bertujuan Khusus,"Delaware, USA",,,320.514.837,PENUH,USD,100.0
BRMS,Bumi Resources Minerals Tbk,3,PT Gorontalo Minerals,Pertambanga n Emas,"Sulawesi, Indonesia",,Operasi Produksi,320.514.837,PENUH,USD,80.0
BRMS,Bumi Resources Minerals Tbk,4,Herald Resources Pty. Ltd.,Pertambanga n,Australia,,,116.956.078,PENUH,USD,100.0
BRMS,Bumi Resources Minerals Tbk,5,Gain & Win Pte. Ltd.,Entitas Bertujuan Khusus,Singapura,,,76,PENUH,USD,100.0
BRMS,Bumi Resources Minerals Tbk,6,PT Andalan Anugerah Sekarbumi,Perdagangan,Indonesia,,,133.042.023,PENUH,USD,60.86
BRMS,Bumi Resources Minerals Tbk,7,SGQ Singapore Projects Holding Company Pte. Ltd.,Entitas Bertujuan Khusus,Singapura,,,19.563.686,PENUH,USD,77.78
BRMS,Bumi Resources Minerals Tbk,8,PT Suma Heksa Sinergi,Pertambanga n,"Banten, Indonesia",,,24.808.342,PENUH,USD,10.0
BRMS,Bumi Resources Minerals Tbk,9,PT Suma Heksa Sinergi,Pertambanga n Emas,"Banten,Indon esia",,,24.808.342,PENUH,USD,90.0
BRMS,Bumi Resources Minerals Tbk,10,PT Dairi Prima Mineral,Pertambanga n Timah Hitam dan Seng,"Sumatera, Indonesia",,Operasi Produksi,275.992.027,PENUH,USD,49.0
BRMS,Bumi Resources Minerals Tbk,11,Lemington Investments Pte. Ltd.,Entitas Bertujuan Khusus,Singapura,,,1,PENUH,USD,99.99
BRMS,Bumi Resources Minerals Tbk,12,PT Linge Mineral Resources,Pertambanga n,"Aceh, Indonesia",,,132.027.814,PENUH,USD,99.67
BRMS,Bumi Resources Minerals Tbk,13,PT Sarkea Prima Minerals,Pertambanga n,"Aceh, Indonesia",,,367.863,PENUH,USD,99.99
BRMS,Bumi Resources Minerals Tbk,14,Calipso Investment Pte. Ltd.,Entitas Bertujuan Khusus,Singapura,,,827.409,PENUH,USD,99.99
BRMS,Bumi Resources Minerals Tbk,15,PT Citra Palu Minerals,Pertambanga n Emas,"Palu, Indonesia",2020,Operasi Produksi,522.744.091,PENUH,USD,96.97
BRMS,Bumi Resources Minerals Tbk,16,PT Multi Capital,Perdagangan,"Jakarta, Indonesia",,,56.972.815,PENUH,USD,99.9
ANTM,Aneka Tambang Tbk.,1,PT Citra Tobindo Sukses Perkasa,Eksplorasi dan operator tambang batubara,Indonesia,2011,Beroperasi,9.504,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,2,PT Gunung Kendaik,"Pembangunan , perdagangan, perindustrian, pertanian, pengangkutan darat, jasa, pertambangan dan percetakan",Indonesia,,-,1.589,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,3,PT Borneo Edo Sejahtera,"Jasa, perdagangan, dan perindustrian",Indonesia,,-,36.175,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,4,PT Borneo Edo International Agro,"Perkebunan, perindustrian, pengangkutan hasil perkebunan, perdagangan dan jasa",Indonesia,,-,22.923,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,5,PT Borneo Edo International,"Pembangunan , perdagangan, perindustrian, pertanian dan pertambangan",Indonesia,,-,174.499,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,6,PT Dwimitra Enggang Khatulistiwa,Eksplorasi dan operator tambang,Indonesia,,-,17.824,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,7,PT Cibaliung Sumberdaya,"Eksplorasi, konstruksi dan pengembanga n tambang, penambangan , produksi, pengolahan dan pemurnian, pengangkutan dan penjualan di industri emas",Indonesia,2010,Beroperasi,99.968,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,8,PT Indonesia Chemical Alumina,"Pengolahan dan pemurnian hasil tambang bauksit menjadi produk alumina, pengangkutan , perdagangan dan pendistribusia n produk alumina",Indonesia,2010,Beroperasi,3.189.024,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,9,PT International Mineral Capital,Jasa dan perdagangan,Indonesia,2011,Beroperasi,42.335,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,10,PT Sumberdaya Arindo,Eksplorasi dan operator tambang nikel,Indonesia,2015,Beroperasi,3.966.330,JUTAAN,IDR,51.0
ANTM,Aneka Tambang Tbk.,11,PT Nusa Karya Arindo,Eksplorasi dan operator tambang nikel,Indonesia,2014,Beroperasi,3.762.018,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,12,"Asia Pacific Nickel Pty., Ltd.",Perusahaan investasi,Australia,2003,Beroperasi,4.946.918,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,13,PT Indonesia Coal Resources,"Perdagangan, transportasi dan jasa tambang batubara",Indonesia,2010,Beroperasi,10.589,JUTAAN,IDR,100.0
ANTM,Aneka Tambang Tbk.,14,PT Antam Resourcindo,Eksplorasi dan operator tambang,Indonesia,1997,Beroperasi,208.182,JUTAAN,IDR,99.99
ANTM,Aneka Tambang Tbk.,15,PT Mega Citra Utama,"Konstruksi, perdagangan, perindustrian, pertanian dan pertambangan",Indonesia,,-,71.010,JUTAAN,IDR,100.0
