Company Code,Company Name,No,Subsidiary Name,Business Activity,Location,Commercial Year,Operating Status,Total Assets,Unit,Currency,Ownership Percentage
INTP,Indocement Tunggal Prakarsa Tbk,3,PT Bahana Indonor,Pelayaran,Jakarta,1990,Operasi,381.804,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,4,PT Tarabatuh Manunggal,Tambang Agregat,Kabupaten Bogor,2014,Operasi,618.872,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,5,PT Mineral Industri Sukabumi,Tambang Trass,Jakarta,2009,Operasi,67.877,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,6,PT Lintas Bahana Abadi,Pelayaran,Jakarta,2014,Operasi,77.606,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,7,PT Terang Prakarsa Cipta,Batu Kapur,Medan,0,Belum Beroperasi,486,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,8,PT Cipta Armada Bersama,Pelayaran,Bogor,2021,Operasi,140.066,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,9,PT Sahabat Muliasakti,-,Pati,0,Belum Beroperasi,39.635,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,10,PT Multi Bangun Galaxy,Pengelolaan Pelabuhan,Lombok,2022,Operasi,94.673,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,11,PT Semen Grobogan,Pabrikasi Semen,Semarang,2022,Operasi,6.077.919,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,12,PT Tigaroda Rumah Sejahtera,-,Jakarta,2020,Operasi,9.286,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,13,PT Bhakti Sari Perkasa Abadi,Jasa Penyediaan Tenaga Kerja,Jakarta,2012,Operasi,26.936,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,14,PT Tiro Abadi Perkasa,-,Jakarta,2018,Operasi,7.991,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,15,PT Makmur Lestari Indonesia,-,Jakarta,0,Belum Beroperasi,6.942,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,16,PT Makmur Lestari Sentosa,-,Jakarta,0,Belum Beroperasi,525,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,17,PT Semesta Perkasa Cipta,-,Jakarta,0,Belum Beroperasi,32.421,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,18,PT Makmur Lestari Abadi,-,Jakarta,0,Belum Beroperasi,7.858,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,19,PT Kencana Terang Sejahtera,-,Jakarta,0,Belum Beroperasi,2.564,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,20,PT Sinar Sakti Agung,-,Jakarta,0,Belum Beroperasi,1.784,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,21,PT Dian Abadi Perkasa,Distributor Semen,Jakarta,1999,Operasi,2.624.816,JUTAAN,IDR,99.96
INTP,Indocement Tunggal Prakarsa Tbk,22,PT Indomix Perkasa,Pabrikasi Beton Siap Pakai,Jakarta,1992,Operasi,534.048,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,23,PT Sari Bhakti Sejati,Investasi,Jakarta,0,Belum Beroperasi,21.856,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,24,PT Makmur Abadi Perkasa Mandiri,Investasi,Jakarta,0,Belum Beroperasi,43,JUTAAN,IDR,99.99
INTP,Indocement Tunggal Prakarsa Tbk,25,PT Lentera Abadi Sejahtera,Investasi,Jakarta,0,Belum Beroperasi,92,JUTAAN,IDR,99.99
TGKA,Tigaraksa Satria Tbk,1,PT Tira Cipta Logistik,"Kegiatan penyimpanan barang sementara sebelum barang tersebut dikirim ke tujuan akhir - logistik, gudang penyimpanan beku dan pembekuan cepat",Jakarta,2022,Aktif,352.533,JUTAAN,IDR,60.0
TGKA,Tigaraksa Satria Tbk,2,PT Gazenta Niaga,Industri alat- alat dapur dari logam,Jakarta,2013,Aktif,12.069,JUTAAN,IDR,99.9
TGKA,Tigaraksa Satria Tbk,3,PT Tira Cipta Transportasi,Aktivitas penunjang angkutan,Jakarta,2023,Aktif,19.948,JUTAAN,IDR,98.0
TGKA,Tigaraksa Satria Tbk,4,PT Blue Gas Indonesia,Industri alat- alat dapur dari logam dan jasa perawatan dan pengisian gas LPG,Jakarta,1991,Aktif,276.615,JUTAAN,IDR,99.99
TGKA,Tigaraksa Satria Tbk,5,PT Tira Satria Niaga,"Perdagangan eceran, jasa informasi, pergudangan, dan penunjang angkutan, pemograman dan konsultasi komputer, dan konsultasi periklanan dan penelitian, pasar, konsultan manajemen",Jakarta,2021,Aktif,87.211,JUTAAN,IDR,99.98
YELO,PT Yelooo Integra Datanet Tbk.,1,PT ABDI HARAPAN UNGGUL,"PENJUALAN VOUCHER ISI ULANG PULSA TELEPON, PULSA ELEKTRONIK , DAN PAKET DATA INTERNET",JAKARTA TIMUR,2019,AKTIF,110.044.067.645,PENUH,IDR,97.99
YELO,PT Yelooo Integra Datanet Tbk.,2,PT KOMUNIKASI PROFESION AL INDONESIA,"PERDAGANG AN, PERINDUSTR IAN,PEMBAN GUNAN, PERCETAKA N DAN JASA",JAKARTA UTARA,2014,AKTIF,22.422.192.136,PENUH,IDR,99.52
HRUM,Harum Energy Tbk,1,PT Karya Usaha Pertiwi,Pertambanga n batubara,Kalimantan Timur,2018,Aktif,12.142.405,PENUH,USD,50.5
HRUM,Harum Energy Tbk,2,PT Blue Sparking Energy,Pemurnian nikel,Maluku Utara,0,Aktif,1.953.599.172,PENUH,USD,25.89
HRUM,Harum Energy Tbk,3,Harum Asia Capital Pte Ltd,Investasi,Singapura,2020,Aktif,10,PENUH,USD,100.0
HRUM,Harum Energy Tbk,4,PT Harum Nickel Perkasa,Investasi,Jakarta,2023,Aktif,3.346.633.507,PENUH,USD,51.0
HRUM,Harum Energy Tbk,5,PT Tanito Harum Nickel,Investasi,Jakarta,2020,Aktif,3.343.037.643,PENUH,USD,50.77
HRUM,Harum Energy Tbk,6,PT Harum Nickel Industry,Investasi,Jakarta,2022,Aktif,827.677.468,PENUH,USD,50.77
HRUM,Harum Energy Tbk,7,PT Infei Metal Industry,Pemurnian nikel,Jakarta,2022,Aktif,198.439.570,PENUH,USD,50.77
HRUM,Harum Energy Tbk,8,PT Westrong Metal Industry,Pemurnian nikel,Jakarta,2024,Aktif,747.474.902,PENUH,USD,40.97
HRUM,Harum Energy Tbk,9,PT Mahakam Sumber Jaya,Pertambanga n batubara,Jakarta,2004,Aktif,164.388.839,PENUH,USD,80.0
HRUM,Harum Energy Tbk,10,PT Layar Lintas Jaya,Pelayaran,Jakarta,2005,Aktif,26.304.797,PENUH,USD,99.11
HRUM,Harum Energy Tbk,11,PT Santan Batubara,Pertambanga n batubara,Jakarta,2008,Aktif,20.311.378,PENUH,USD,99.99
HRUM,Harum Energy Tbk,12,Nickel International Capital Pte. Ltd.,Investasi,Singapura,2020,Aktif,95.178.024,PENUH,USD,51.0
HRUM,Harum Energy Tbk,13,PT Bumi Karunia Pertiwi,Pertambanga n batubara,Jakarta,2011,Aktif,17.270.058,PENUH,USD,99.99
HRUM,Harum Energy Tbk,14,PT Position,Pertambanga n nikel,Maluku Utara,2024,Aktif,67.538.634,PENUH,USD,50.88
DMMX,PT Digital Mediatama Maxima Tbk,1,PT DMMX Sentral Imaji (DMMXSI)*,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2022,Non Operasional,700.527.923,PENUH,IDR,99.0
DMMX,PT Digital Mediatama Maxima Tbk,2,PT Satu Buat Negeri (SBN),"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2025,Operasional,29.357.608.227,PENUH,IDR,66.67
DMMX,PT Digital Mediatama Maxima Tbk,3,PT DMMX Vizion Teknologi (DMMXVT),"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2025,Non Operasional,999.395.000,PENUH,IDR,50.0
DMMX,PT Digital Mediatama Maxima Tbk,4,PT Edukasi Atlit Internet Digital (EAID),"MICE, promotor dan platform digital",Jakarta,2021,Operasional,398.144.438,PENUH,IDR,51.0
DMMX,PT Digital Mediatama Maxima Tbk,5,PT DMMX Distribusi Pentabenua (DMMXDP),E-commerce dan platform digital/ E-commerce,Jakarta,2021,Operasional,18.790.652.734,PENUH,IDR,80.0
DMMX,PT Digital Mediatama Maxima Tbk,6,PT Digital Consumer Engagement (DCE),Iklan berbasis cloud digital,Jakarta,2017,Operasional,249.443.316.894,PENUH,IDR,99.0
DMMX,PT Digital Mediatama Maxima Tbk,7,PT Digital Maxima Indonesia (DMI),Penjualan produk digital/,Jakarta,2019,Operasional,118.601.778.043,PENUH,IDR,99.49
DMMX,PT Digital Mediatama Maxima Tbk,8,PT Surya Mediatama Maxima (SMMX),"Perdagangan, telekomunikas i, pemrograman komputer dan teknologi informasi",Jakarta,2025,Non Operasional,33.697.349,PENUH,IDR,55.0
DMMX,PT Digital Mediatama Maxima Tbk,9,PT DMMX Media Maxima (DMMXMM)*,Penjualan produk digital/,Jakarta,2020,Operasional,5.381.570.000,PENUH,IDR,99.0
DMMX,PT Digital Mediatama Maxima Tbk,10,PT Bumilangit Digital Mediatama (BLDX),"Perdagangan, telekomunikas i, pemrograman komputer dan teknologi informasi",Jakarta,2021,Operasional,1.719.828.841,PENUH,IDR,50.0
DMMX,PT Digital Mediatama Maxima Tbk,11,PT DMMX Smartritel Teknologi (DMMXST),Perdagangan telekomunikas i,Jakarta,,Non Operasional,507.400.000,PENUH,IDR,99.0
DMMX,PT Digital Mediatama Maxima Tbk,12,PT DMMX Grosir Digital (DMMXGD),"Perdagangan, telekomunikas i, pemrograman komputer dan teknologi informasi",Jakarta,,Non Operasional,499.280.762,PENUH,IDR,51.0
DMMX,PT Digital Mediatama Maxima Tbk,13,PT DMMX Gamindo Global (DMMXGG),Iklan berbasis cloud digital/,Jakarta,2022,Non Operasional,2.823.802.992,PENUH,IDR,51.0
DMMX,PT Digital Mediatama Maxima Tbk,14,PT DMMX Dektos Inti (DMMXDI)*,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2022,Operasional,14.781.108.943,PENUH,IDR,46.0
GHON,PT Gihon Telekomunikasi Indonesia Tbk,1,PT GLOBAL PATRA SINERTAMA,Jaringan Fiber Optik,Tangerang Selatan,2018,AKTIF,67.039.346,RIBUAN,IDR,80.0
MSIN,PT MNC Digital Entertainment Tbk,1,PT MNC Digital Indonesia (PT MDI),Bisnis digital,Jakarta,2018,Beroperasi,1.820.743,JUTAAN,IDR,99.99
MSIN,PT MNC Digital Entertainment Tbk,2,PT Swara Bintang Abadi (PT SBA),Manajemen talent,Jakarta,2020,Beroperasi,1.837,JUTAAN,IDR,80.0
MSIN,PT MNC Digital Entertainment Tbk,3,PT MNC Pictures (PT MNCP),Produksi konten,Jakarta,2009,Beroperasi,2.167.722,JUTAAN,IDR,90.0
MSIN,PT MNC Digital Entertainment Tbk,4,MNC Digital Ltd (MDL),Bisnis digital,British Virgin Island,2022,Beroperasi,43.426,JUTAAN,IDR,100.0
MSIN,PT MNC Digital Entertainment Tbk,5,PT MNC OTT Network (PT OTT),SVOD,Jakarta,2011,Beroperasi,1.631.021,JUTAAN,IDR,99.99
MSIN,PT MNC Digital Entertainment Tbk,6,PT MNC Movieland Indonesia (PT MVI),Produksi konten,Bogor,2014,Beroperasi,1.790.163,JUTAAN,IDR,99.99
MSIN,PT MNC Digital Entertainment Tbk,7,PT Anak Muda Grup (PT AMG),SVOD,Jakarta,2013,Beroperasi,28.436,JUTAAN,IDR,57.14
MSIN,PT MNC Digital Entertainment Tbk,8,PT MNC Infotainment Indonesia (PT MII),Produksi konten,Jakarta,2017,Beroperasi,52.494,JUTAAN,IDR,99.99
MSIN,PT MNC Digital Entertainment Tbk,9,PT MNC Lisensi Internasional (MLI),Produksi konten,Jakarta,2013,Beroperasi,26.136,JUTAAN,IDR,99.99
MSIN,PT MNC Digital Entertainment Tbk,10,PT Blockbuster Media Visual (PT BMV),Produksi konten,Jakarta,2020,Beroperasi,17.722,JUTAAN,IDR,98.82
MSIN,PT MNC Digital Entertainment Tbk,11,PT MNC Animasi Indonesia (PT MAI),Produksi konten,Jakarta,2017,Beroperasi,63.492,JUTAAN,IDR,99.99
MSIN,PT MNC Digital Entertainment Tbk,12,PT Asia Media Productions (PT AMP),Produksi konten,Jakarta,2018,Beroperasi,29.344,JUTAAN,IDR,70.0
MSIN,PT MNC Digital Entertainment Tbk,13,PT Mediate Indonesia (PT MI),Agensi Periklanan,Jakarta,2001,Beroperasi,457.277,JUTAAN,IDR,99.9
MSIN,PT MNC Digital Entertainment Tbk,14,PT Multi Media Integrasi (PT MMI),Agensi Periklanan,Jakarta,2018,Beroperasi,100.597,JUTAAN,IDR,99.0
MSIN,PT MNC Digital Entertainment Tbk,15,PT Star Media Nusantara (PT SMN),Manajemen talent,Jakarta,2007,Beroperasi,284.865,JUTAAN,IDR,99.99
MSIN,PT MNC Digital Entertainment Tbk,16,PT Star Cipta Musikindo (PT SCM),Manajemen talent,Jakarta,2016,Beroperasi,15.492,JUTAAN,IDR,90.0
MSIN,PT MNC Digital Entertainment Tbk,17,PT Esports Star Indonesia (PT ESI),Produksi konten,Jakarta,2021,Beroperasi,44.693,JUTAAN,IDR,80.0
MSIN,PT MNC Digital Entertainment Tbk,18,PT Suara Mas Abadi (PT SMA),Manajemen talent,Jakarta,2011,Beroperasi,113.183,JUTAAN,IDR,92.0
PNGO,PT Pinago Utama Tbk,1,PT Sriwijaya Nusantara Sejahtera,Perkebunan,Palembang,2014,Beroperasi,335.831.990.101,PENUH,IDR,99.0
PNGO,PT Pinago Utama Tbk,2,PT Hamparan Mutiara Hijau,Perkebunan,Palembang,2017,Beroperasi,79.823.282.457,PENUH,IDR,99.0
PNGO,PT Pinago Utama Tbk,3,PT Musi Andalan Sumatera,Perkebunan,Palembang,2023,Beroperasi,224.141.557.305,PENUH,IDR,99.0
MMLP,PT Mega Manunggal Property Tbk.,1,PT Mega Dharma Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2017,Aktif,1.109.071.918,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,2,PT Manunggal Persada Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2017,Aktif,340.469.386,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,3,PT Subang Cakrawala Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2018,Aktif,335.019.688,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,4,PT Mega Properti Logistik Nusantara,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2018,Aktif,348.989.933,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,5,PT Mega Khatulistiwa Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2020,Aktif,2.500.031.935,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,6,PT Ace Dalle Mega Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2020,Aktif,677.004.026,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,7,PT Manunggal Timur Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2020,Aktif,359.086.775,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,8,PT Mega Cahaya Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2020,Aktif,320.599.446,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,9,PT Bukit Properti Logistik,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2021,Aktif,595.925.036,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,10,PT Mega Aruna Nusantara Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2021,Aktif,265.903.909,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,11,PT Mega Tridaya Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2025,Aktif,3.190.165.056,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,12,PT Indo Log Advisory,Konsultansi manajemen lainnya,Jakarta,2022,Aktif,349.945.269,RIBUAN,IDR,70.23
MMLP,PT Mega Manunggal Property Tbk.,13,PT Subang Horison Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,,Pra-operasi,229.013.481,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,14,PT Mega Buana Properti Logistik,Real estate yang dimiliki sendiri atau disewakan,Jakarta,,Pra-operasi,489.232.076,RIBUAN,IDR,100.0
MMLP,PT Mega Manunggal Property Tbk.,15,PT Mega Jaya Lestari Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,,Pra-operasi,491.564.731,RIBUAN,IDR,99.7
MMLP,PT Mega Manunggal Property Tbk.,16,PT Mega Cakrawala Internusa Properti,Real estate yang dimiliki sendiri atau disewakan,Jakarta,,Pra-operasi,4.093.826,RIBUAN,IDR,99.7
MMLP,PT Mega Manunggal Property Tbk.,17,PT Hamparan Cipta Sejati,Real estate yang dimiliki sendiri atau disewakan,Jakarta,,Pra-operasi,522.764.483,RIBUAN,IDR,99.7
MMLP,PT Mega Manunggal Property Tbk.,18,PT Intirub,Real estate yang dimiliki sendiri atau disewakan,Jakarta,2011,Aktif,1.021.203.503,RIBUAN,IDR,99.7
TBLA,Tunas Baru Lampung Tbk,1,PT BUDI DERMAGA PERKASA,DERMAGA,LAMPUNG,2018,BELUM BEROPERASI,21.957,JUTAAN,IDR,99.9
TBLA,Tunas Baru Lampung Tbk,2,PT ADIKARYA GEMILANG,"PERKEBUNA N KELAPA SAWIT,TEBU DAN PABRIK GULA",JAKARTA SELATAN,1995,AKTIF,5.531.675,JUTAAN,IDR,99.8
TBLA,Tunas Baru Lampung Tbk,3,PT BANGUN TATALAMPU NG ASRI,PERKEBUNA N KELAPA SAWIT,LAMPUNG,1991,AKTIF,809.261,JUTAAN,IDR,99.71
TBLA,Tunas Baru Lampung Tbk,4,PT BUDINUSA CIPTAWAHA NA,PERKEBUNA N KELAPA SAWIT,LAMPUNG,1992,AKTIF,218.625,JUTAAN,IDR,99.9
TBLA,Tunas Baru Lampung Tbk,5,PT AGRO BUMI MAS,PENGOLAHA N MINYAK SAWIT,LAMPUNG,2002,AKTIF,196.729,JUTAAN,IDR,99.99
TBLA,Tunas Baru Lampung Tbk,6,PT BUMI PERKASA GEMILANG,PERKEBUNA N DAN PENGOLAHA N KELAPA SAWIT,KALIMANTAN BARAT,2003,AKTIF,1.273.083,JUTAAN,IDR,85.0
TBLA,Tunas Baru Lampung Tbk,7,PT SOLUSI JAYA PERKASA,PERKEBUNA N KELAPA SAWIT,KALIMANTAN BARAT,2009,AKTIF,172.449,JUTAAN,IDR,99.96
TBLA,Tunas Baru Lampung Tbk,8,PT SAMORA USAHA JAYA,PERKEBUNA N KELAPA SAWIT,SUMATERA SELATAN,2013,AKTIF,2.827.081,JUTAAN,IDR,99.23
TBLA,Tunas Baru Lampung Tbk,9,TBLA INTERNATIO NAL PTE. LTD.,INDUK PERUSAHAA N,SINGAPURA,2017,AKTIF,2.106.302,JUTAAN,IDR,100.0
TBLA,Tunas Baru Lampung Tbk,10,PT. BUMI SENTOSA ABADI,PERKEBUNA N KELAPA SAWIT DAN TEBU,LAMPUNG,1972,AKTIF,140.374,JUTAAN,IDR,99.97
TBLA,Tunas Baru Lampung Tbk,11,PT BANGUN NUSA INDAH LAMPUNG,PERKEBUNA N TEBU,LAMPUNG,1981,AKTIF,1.127.433,JUTAAN,IDR,99.99
TBLA,Tunas Baru Lampung Tbk,12,PT BUDI DWIYASA PERKASA,PERKEBUNA N KELAPA SAWIT,LAMPUNG,1988,AKTIF,662.283,JUTAAN,IDR,99.99
DATA,PT Remala Abadi Tbk,1,PT Solusi Aplikasi Andalan Semesta,Perdagangan besar dan aktivitas perdagangan komputer,Jakarta Timur,2023,Belum beroperasi,261.577.134,PENUH,IDR,88.0
DATA,PT Remala Abadi Tbk,2,PT PC 24 Cyber Indonesia,"Telekomunika si, Pemrograman Komputer Lainnya, Aktivitas Teknologi Informasi dan Jasa Komputer Lainnya",Bekasi,2006,Komersil,63.916.746.312,PENUH,IDR,99.0
DATA,PT Remala Abadi Tbk,3,PT Fiber Kerumah Indonesia,Perdagangan besar serta bidang informasi dan komunikasi,Jakarta Barat,2023,Komersil,73.056.429.365,PENUH,IDR,51.0
DATA,PT Remala Abadi Tbk,4,PT Fiber Media Indonesia,Penyedia jasa layanan internet,Jakarta Selatan,2010,Komersil,142.795.319.919,PENUH,IDR,85.0
DATA,PT Remala Abadi Tbk,5,PT Akselerasi Informasi Indonesia,Perdagangan besar serta bidang informasi dan komunikasi,Jakarta Selatan,2023,Komersil,1.539.484.747,PENUH,IDR,51.0
DATA,PT Remala Abadi Tbk,6,PT Mitra Integrasi Bersama,Konstruksi sentral telekomunikas i dan aktivitas telekomunikas i dengan kabel,Jakarta Utara,2024,Belum beroperasi,5.000.357.500,PENUH,IDR,51.0
DATA,PT Remala Abadi Tbk,7,PT Clara Dinamika Abadi,Perdagangan besar,Jakarta Selatan,2025,Belum beroperasi,959.369.802,PENUH,IDR,72.5
BLTZ,PT Graha Layar Prima Tbk.,1,PT Graha Layar Mitra,"Jasa Konsultasi, manajemen dan lisensi bioskop",Jakarta,2012,Aktif,50.831,JUTAAN,IDR,99.82
NFCX,PT NFC Indonesia Tbk,1,PT Nusantara Semesta Mandiri,"Perdagangan, telekomunikas i dan teknologi",Jakarta,2021,Sudah beroperasi,1.601.376.018,PENUH,IDR,75.0
NFCX,PT NFC Indonesia Tbk,2,PT DMMX Media Maxima,"Perdagangan, telekomunikas i dan teknologi",Jakarta,2020,Sudah beroperasi,5.381.570.000,PENUH,IDR,99.0
NFCX,PT NFC Indonesia Tbk,3,PT DMMX Grosir Digital,"Perdagangan, telekomunikas i dan teknologi",Jakarta,,Belum beroperasi,499.280.762,PENUH,IDR,51.0
NFCX,PT NFC Indonesia Tbk,4,PT DMMX Vizion Teknologi,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2025,Sudah beroperasi,999.395.000,PENUH,IDR,50.0
NFCX,PT NFC Indonesia Tbk,5,PT Abdi Anugerah Persada,"Perdagangan, telekomunikas i dan teknologi",Jakarta,2019,Sudah beroperasi,109.494.768.935,PENUH,IDR,50.0
NFCX,PT NFC Indonesia Tbk,6,PT Inova Duapuluh Duapuluh,"Perdagangan, telekomunikas i dan teknologi",Jakarta,2019,Sudah beroperasi,17.953.470.737,PENUH,IDR,50.0
NFCX,PT NFC Indonesia Tbk,7,PT Wicaksana Anugerah Nusantara,"Perdagangan, telekomunikas i dan teknologi",Jakarta,,Belum beroperasi,510.000.000,PENUH,IDR,75.0
NFCX,PT NFC Indonesia Tbk,8,NFCX Media Teknologi,"Perdagangan, telekomunikas i dan teknologi",Jakarta,2021,Sudah beroperasi,22.935.375.274,PENUH,IDR,90.0
NFCX,PT NFC Indonesia Tbk,9,PT Bumilangit Digital Mediatama,"Perdagangan, telekomunikas i dan teknologi",Jakarta,2021,Sudah beroperasi,1.719.828.841,PENUH,IDR,50.0
NFCX,PT NFC Indonesia Tbk,10,PT Energi Selalu Baru,"Perdagangan, pemograman, telekomunikas i, teknologi informasi, dan jasa komputer lainnya",Jakarta,2021,Sudah beroperasi,183.345.312.789,PENUH,IDR,35.0
NFCX,PT NFC Indonesia Tbk,11,PT Volta Indonesia Semesta,Produk dan layanan energi bersih,Jakarta,2018,Sudah beroperasi,81.705.652.136,PENUH,IDR,51.0
NFCX,PT NFC Indonesia Tbk,12,PT DMMX Dektos Inti,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2022,Sudah beroperasi,14.781.108.943,PENUH,IDR,46.0
NFCX,PT NFC Indonesia Tbk,13,PT DMMX Sentral Imaji,"Telekomunika si, pemrograman komputer dan teknologi informasi/ Telecommunic ations, computer programming and information technology",Jakarta,2022,Sudah beroperasi,700.527.923,PENUH,IDR,99.0
NFCX,PT NFC Indonesia Tbk,14,PT Edukasi Atlit Internet Digital,"MICE, promotor dan platform digital",Jakarta,2021,Sudah beroperasi,398.144.438,PENUH,IDR,51.0
NFCX,PT NFC Indonesia Tbk,15,PT DMMX Distribusi Pentabenua,E-commerce dan platform digital,Jakarta,2021,Sudah beroperasoi,18.790.652.734,PENUH,IDR,80.0
NFCX,PT NFC Indonesia Tbk,16,PT Digital Mediatama Maxima,"Perdagangan, pembangunan , jasa, pertanian, transportasi, angkutan darat, perbengkelan dan percetakan",Jakarta,2015,Sudah beroperasi,861.607.082.834,PENUH,IDR,29.3
NFCX,PT NFC Indonesia Tbk,17,PT Semolis Gemilang Persada,Sewa motor listrik,Jakarta,,Belum beroperasi,4.000.000.000,PENUH,IDR,99.0
NFCX,PT NFC Indonesia Tbk,18,PT Semolis Inti Persada,Sewa motor listrik,Jakarta,,Belum beroperasi,4.000.000.000,PENUH,IDR,99.0
NFCX,PT NFC Indonesia Tbk,19,PT Semolis Maju Bersama,Sewa motor listrik,Jakarta,,Belum beroperasi,4.000.000.000,PENUH,IDR,99.0
NFCX,PT NFC Indonesia Tbk,20,PT Semolis Teknologi Indonesia,Sewa kendaraan listrik,Jakarta,2022,Sudah beroperasi,42.270.917.960,PENUH,IDR,99.7
NFCX,PT NFC Indonesia Tbk,21,PT DMMX Smartritel Teknologi,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,,Belum beroperasi,507.400.000,PENUH,IDR,99.0
NFCX,PT NFC Indonesia Tbk,22,PT DMMX Gamindo Global,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2022,Sudah beroperasi,2.823.802.992,PENUH,IDR,51.0
NFCX,PT NFC Indonesia Tbk,23,PT Digital Consumer Engagement,"Perdagangan, pembangunan , jasa, pertanian, transportasi, angkutan darat, perbengkelan dan percetakan",Jakarta,2017,Sudah beroperasi,249.443.316.894,PENUH,IDR,99.0
NFCX,PT NFC Indonesia Tbk,24,PT Digital Maxima Indonesia,"Perdagangan, pembangunan , jasa, percetakan, pengangkutan darat dan pertanian",Jakarta,2019,Sudah beroperasi,118.601.778.043,PENUH,IDR,99.49
NFCX,PT NFC Indonesia Tbk,25,PT Internet Omega Teknologi,"Perdagangan, pembangunan , jasa, pertanian, transportasi, angkutan darat, perbengkelan dan percetakan",Jakarta,2020,Sudah beroperasi,90.232.742.884,PENUH,IDR,50.0
NFCX,PT NFC Indonesia Tbk,26,PT Surya Mediatama Maxima,"Perdagangan, telekomunikas i, pemrograman komputer dan teknologi informasi",Jakarta,2025,Sudah beroperasi,33.697.349,PENUH,IDR,55.0
NFCX,PT NFC Indonesia Tbk,27,PT Nusantara Xchange Indonesia,"Perdagangan, pembangunan , jasa, pertanian, transportasi, angkutan darat, perbengkelan dan percetakan",Jakarta,,Belum beroperasi,10.000.000.000,PENUH,IDR,50.0
NFCX,PT NFC Indonesia Tbk,28,PT Satu Buat Negeri,"Telekomunika si, pemrograman komputer dan teknologi informasi",Jakarta,2025,Sudah beroperasi,29.357.608.227,PENUH,IDR,100.0
NFCX,PT NFC Indonesia Tbk,29,PT Anugerah Wicaksana Digital,"Perdagangan, telekomunikas i, dan teknologi",Jakarta,2019,Sudah beroperasi,115.138.784.842,PENUH,IDR,71.75
