Ticker,Sektor,Subsektor,Industri,Subindustri,Period,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
UNTR,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Annualised,"2,571 B","14,810 B","19,531 B","20,612 B","21,005 B","10,280 B","6,003 B","11,312 B","11,126 B","7,403 B",-,-,-,-,-,-,-,-
UNTR,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,TTM (Q1),"12,266 B","14,810 B","19,531 B","20,612 B","21,005 B","10,280 B","6,003 B","11,312 B","11,126 B","7,403 B",-,-,-,-,-,-,-,-
UNTR,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Div (TTM),"1,663.00","1,663.00","2,151.00","2,270.00","7,003.00","1,240.00",644.00,"1,213.00","1,193.00","1,175.00",-,-,-,-,-,-,-,-
UNTR,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Payout Ratio,241.27%,41.88%,41.08%,41.05%,124.28%,44.97%,39.99%,39.97%,39.97%,59.17%,-,-,-,-,-,-,-,-
UNTR,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Div Yield,6.10%,5.22%,9.40%,9.48%,22.54%,4.19%,2.90%,6.80%,4.32%,3.12%,-,-,-,-,-,-,-,-
UNVR,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q1,"2,141 B","1,237 B","1,449 B","1,405 B","2,021 B","1,698 B","1,863 B","1,749 B","1,839 B","1,961 B",-,-,-,-,-,-,-,-
UNVR,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q2,-,918 B,"1,018 B","1,354 B","1,409 B","1,348 B","1,757 B","1,949 B","1,691 B","1,663 B",-,-,-,-,-,-,-,-
UNVR,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q3,-,"1,180 B",543 B,"1,430 B","1,182 B","1,333 B","1,819 B","1,812 B","3,774 B","1,605 B",-,-,-,-,-,-,-,-
UNVR,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q4,-,"4,306 B",359 B,612 B,753 B,"1,379 B","1,725 B","1,883 B","1,806 B","1,775 B",-,-,-,-,-,-,-,-
UNVR,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Annualised,"8,563 B","7,641 B","3,369 B","4,801 B","5,365 B","5,758 B","7,164 B","7,393 B","9,109 B","7,005 B",-,-,-,-,-,-,-,-
UNVR,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,TTM (Q1),"8,544 B","7,641 B","3,369 B","4,801 B","5,365 B","5,758 B","7,164 B","7,393 B","9,109 B","7,005 B",-,-,-,-,-,-,-,-
UNVR,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Div (TTM),134.00,134.00,88.00,140.00,140.00,150.00,187.00,193.00,237.00,183.00,-,-,-,-,-,-,-,-
UNVR,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Payout Ratio,59.70%,66.90%,99.66%,111.25%,99.56%,99.38%,99.59%,99.60%,99.25%,99.67%,-,-,-,-,-,-,-,-
UNVR,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Div Yield,7.42%,5.10%,5.64%,4.64%,3.25%,3.02%,3.32%,2.35%,2.72%,2.01%,-,-,-,-,-,-,-,-
URBN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q1,-,821 M,4 B,(17 B),6 B,122 M,3 B,30 B,17 B,-,-,-,-,-,-,-,-,-
URBN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q2,-,(2 B),1 B,(19 B),2 B,15 B,(987 M),27 B,951 M,-,-,-,-,-,-,-,-,-
URBN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q3,-,1 B,3 B,(23 B),8 B,11 B,(373 M),28 B,(2 B),-,-,-,-,-,-,-,-,-
URBN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q4,-,(174 B),(5 B),85 B,(4 B),38 B,84 B,34 B,31 B,10 B,-,-,-,-,-,-,-,-
URBN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Annualised,-,(174 B),3 B,25 B,12 B,64 B,85 B,119 B,46 B,10 B,-,-,-,-,-,-,-,-
URBN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,TTM (Q4),-,(174 B),3 B,25 B,12 B,64 B,85 B,119 B,46 B,-,-,-,-,-,-,-,-,-
URBN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
URBN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
URBN,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UVCR,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Q1,4 B,(1 B),4 B,5 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UVCR,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Q2,-,2 B,2 B,3 B,3 B,1 B,-,-,-,-,-,-,-,-,-,-,-,-
UVCR,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Q3,-,956 M,(102 M),333 M,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UVCR,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Q4,-,3 B,(2 B),(1 B),9 B,5 B,2 B,292 M,-,-,-,-,-,-,-,-,-,-
UVCR,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Annualised,17 B,5 B,4 B,7 B,12 B,6 B,2 B,292 M,-,-,-,-,-,-,-,-,-,-
UVCR,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,TTM (Q1),11 B,5 B,4 B,7 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UVCR,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Div (TTM),-,-,-,0.35,0.59,0.25,-,-,-,-,-,-,-,-,-,-,-,-
UVCR,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Payout Ratio,-,19.31%,-,10.00%,10.00%,8.94%,-,-,-,-,-,-,-,-,-,-,-,-
UVCR,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Div Yield,-,0.49%,-,0.49%,0.86%,0.17%,-,-,-,-,-,-,-,-,-,-,-,-
VAST,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q1,4 B,3 B,2 B,4 B,4 B,-,-,-,-,-,-,-,-,-,-,-,-,-
VAST,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q2,-,4 B,4 B,2 B,6 B,5 B,-,-,-,-,-,-,-,-,-,-,-,-
VAST,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q3,-,4 B,4 B,3 B,5 B,-,-,-,-,-,-,-,-,-,-,-,-,-
VAST,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q4,-,5 B,5 B,90 B,2 B,110 B,2 B,1 B,-,-,-,-,-,-,-,-,-,-
VAST,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Annualised,14 B,17 B,15 B,99 B,17 B,115 B,2 B,1 B,-,-,-,-,-,-,-,-,-,-
VAST,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,TTM (Q1),17 B,17 B,15 B,99 B,17 B,-,-,-,-,-,-,-,-,-,-,-,-,-
VAST,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VAST,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VAST,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VERN,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Q1,1 B,2 B,9 B,4 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VERN,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Q2,-,4 B,10 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VERN,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Q3,-,3 B,(768 M),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VERN,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Q4,-,(3 B),(11 B),23 B,11 B,7 B,-,-,-,-,-,-,-,-,-,-,-,-
VERN,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Annualised,4 B,5 B,7 B,27 B,11 B,7 B,-,-,-,-,-,-,-,-,-,-,-,-
VERN,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,TTM (Q1),4 B,5 B,7 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VERN,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VERN,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VERN,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VICI,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q1,26 B,38 B,47 B,39 B,9 B,37 B,39 B,-,-,-,-,-,-,-,-,-,-,-
VICI,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q2,-,43 B,51 B,50 B,18 B,30 B,58 B,66 B,-,-,-,-,-,-,-,-,-,-
VICI,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q3,-,38 B,35 B,54 B,26 B,47 B,19 B,-,-,-,-,-,-,-,-,-,-,-
VICI,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q4,-,18 B,43 B,36 B,44 B,63 B,32 B,46 B,65 B,67 B,-,-,-,-,-,-,-,-
VICI,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Annualised,105 B,137 B,176 B,178 B,98 B,177 B,148 B,112 B,65 B,67 B,-,-,-,-,-,-,-,-
VICI,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,TTM (Q1),125 B,137 B,176 B,178 B,98 B,177 B,148 B,-,-,-,-,-,-,-,-,-,-,-
VICI,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Div (TTM),10.00,10.00,10.50,10.50,5.50,10.50,5.00,-,-,-,-,-,-,-,-,-,-,-
VICI,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Payout Ratio,63.80%,38.13%,40.03%,39.47%,37.79%,39.73%,22.61%,-,-,-,-,-,-,-,-,-,-,-
VICI,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Div Yield,1.63%,1.57%,1.68%,1.64%,1.06%,2.02%,1.40%,-,-,-,-,-,-,-,-,-,-,-
VICO,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Q1,29 B,22 B,24 B,33 B,6 B,10 B,(4 B),22 B,37 B,36 B,-,-,-,-,-,-,-,-
VICO,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Q2,-,404 B,19 B,22 B,19 B,10 B,2 B,14 B,(1 B),64 B,-,-,-,-,-,-,-,-
VICO,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Q3,-,26 B,14 B,30 B,55 B,4 B,24 B,23 B,11 B,14 B,-,-,-,-,-,-,-,-
VICO,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Q4,-,22 B,8 B,(33 B),32 B,(56 B),(131 B),(9 B),(7 B),(19 B),-,-,-,-,-,-,-,-
VICO,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Annualised,115 B,474 B,65 B,52 B,113 B,(32 B),(109 B),50 B,39 B,95 B,-,-,-,-,-,-,-,-
VICO,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,TTM (Q1),481 B,474 B,65 B,52 B,113 B,(32 B),(109 B),50 B,39 B,95 B,-,-,-,-,-,-,-,-
VICO,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VICO,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VICO,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VINS,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q1,7 B,2 B,1 B,3 B,679 M,1 B,1 B,3 B,4 B,2 B,-,-,-,-,-,-,-,-
VINS,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q2,-,2 B,886 M,1 B,1 B,520 M,(1 B),5 B,5 B,2 B,-,-,-,-,-,-,-,-
VINS,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q3,-,7 B,5 B,2 B,(1 B),3 B,6 B,8 B,4 B,1 B,-,-,-,-,-,-,-,-
VINS,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q4,-,2 B,464 M,494 M,8 B,8 B,39 M,6 B,(9 B),3 B,-,-,-,-,-,-,-,-
VINS,Keuangan,Asuransi,Asuransi,Asuransi Umum,Annualised,28 B,13 B,7 B,6 B,9 B,12 B,6 B,22 B,4 B,9 B,-,-,-,-,-,-,-,-
VINS,Keuangan,Asuransi,Asuransi,Asuransi Umum,TTM (Q1),18 B,13 B,7 B,6 B,9 B,12 B,6 B,22 B,4 B,9 B,-,-,-,-,-,-,-,-
VINS,Keuangan,Asuransi,Asuransi,Asuransi Umum,Div (TTM),-,-,-,-,4.70,3.40,3.40,9.50,8.70,1.60,-,-,-,-,-,-,-,-
VINS,Keuangan,Asuransi,Asuransi,Asuransi Umum,Payout Ratio,-,-,-,-,84.27%,40.34%,79.95%,63.63%,321.89%,26.51%,-,-,-,-,-,-,-,-
VINS,Keuangan,Asuransi,Asuransi,Asuransi Umum,Div Yield,-,-,-,-,4.75%,1.99%,3.27%,7.79%,6.80%,1.07%,-,-,-,-,-,-,-,-
VISI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Q1,(3 B),(201 M),(1 B),9 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VISI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Q2,-,527 M,3 B,7 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VISI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Q3,-,2 B,116 M,7 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VISI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Q4,-,(3 B),2 B,5 B,20 B,6 B,4 B,-,-,-,-,-,-,-,-,-,-,-
VISI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Annualised,(13 B),(432 M),4 B,28 B,20 B,6 B,4 B,-,-,-,-,-,-,-,-,-,-,-
VISI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,TTM (Q1),(4 B),(432 M),4 B,28 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VISI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Div (TTM),1.00,1.00,1.00,1.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VISI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Payout Ratio,-23.21%,-712.04%,73.41%,11.12%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VISI,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Div Yield,0.12%,0.65%,0.65%,0.24%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VIVA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Q1,-,(122 B),(352 B),(78 B),(215 B),(336 B),(964 B),(90 B),(100 B),18 B,86 B,-,-,-,-,-,-,-
VIVA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Q2,-,"1,315 B",(346 B),(427 B),(444 B),(142 B),290 B,(143 B),(104 B),199 B,11 B,-,-,-,-,-,-,-
VIVA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Q3,-,(37 B),676 B,(375 B),(436 B),(177 B),(320 B),(128 B),(294 B),(186 B),6 B,-,-,-,-,-,-,-
VIVA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Q4,-,-,"4,459 B","(2,406 B)",(626 B),(235 B),177 B,(189 B),(603 B),121 B,306 B,-,-,-,-,-,-,-
VIVA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Annualised,-,"1,541 B","4,437 B","(3,286 B)","(1,721 B)",(890 B),(818 B),(551 B),"(1,101 B)",152 B,409 B,-,-,-,-,-,-,-
VIVA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,TTM (Q3),-,"5,614 B","4,437 B","(3,286 B)","(1,721 B)",(890 B),(818 B),(551 B),"(1,101 B)",152 B,409 B,-,-,-,-,-,-,-
VIVA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VIVA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VIVA,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VKTR,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Q1,-,3 B,21 B,29 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VKTR,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Q2,-,1 B,(6 B),15 B,41 B,-,-,-,-,-,-,-,-,-,-,-,-,-
VKTR,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Q3,-,(4 B),(5 B),(24 B),23 B,-,-,-,-,-,-,-,-,-,-,-,-,-
VKTR,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Q4,-,(13 B),(3 B),(14 B),(15 B),21 B,-,-,-,-,-,-,-,-,-,-,-,-
VKTR,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Annualised,-,(11 B),8 B,5 B,50 B,21 B,-,-,-,-,-,-,-,-,-,-,-,-
VKTR,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,TTM (Q4),-,(11 B),8 B,5 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VKTR,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VKTR,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VKTR,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VOKS,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Q1,(10 B),(20 B),45 B,20 B,(46 B),(36 B),3 B,78 B,15 B,36 B,-,-,-,-,-,-,-,-
VOKS,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Q2,-,(5 B),(73 B),(17 B),(106 B),(36 B),19 B,38 B,10 B,32 B,-,-,-,-,-,-,-,-
VOKS,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Q3,-,7 B,31 B,32 B,(49 B),(57 B),(15 B),32 B,26 B,56 B,-,-,-,-,-,-,-,-
VOKS,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Q4,-,(50 B),(92 B),(17 B),11 B,(81 B),(4 B),60 B,55 B,42 B,-,-,-,-,-,-,-,-
VOKS,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Annualised,(40 B),(69 B),(89 B),18 B,(191 B),(211 B),3 B,208 B,105 B,166 B,-,-,-,-,-,-,-,-
VOKS,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,TTM (Q1),(58 B),(69 B),(89 B),18 B,(191 B),(211 B),3 B,208 B,105 B,166 B,-,-,-,-,-,-,-,-
VOKS,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Div (TTM),-,-,-,-,-,-,-,-,5.00,-,-,-,-,-,-,-,-,-
VOKS,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Payout Ratio,-,-,-,-,-,-,-,-,19.70%,-,-,-,-,-,-,-,-,-
VOKS,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Div Yield,-,-,-,-,-,-,-,-,1.67%,-,-,-,-,-,-,-,-,-
VRNA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q1,(4 B),(3 B),8 B,13 B,22 B,10 B,17 B,(12 B),653 M,861 M,-,-,-,-,-,-,-,-
VRNA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q2,-,(5 B),8 B,15 B,23 B,16 B,(18 B),(20 B),(7 B),716 M,-,-,-,-,-,-,-,-
VRNA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q3,-,6 B,(8 B),19 B,20 B,(2 B),3 B,1 B,(165 B),2 B,-,-,-,-,-,-,-,-
VRNA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q4,-,5 B,(10 B),14 B,(3 B),(32 B),2 B,32 B,(21 B),4 B,-,-,-,-,-,-,-,-
VRNA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Annualised,(15 B),3 B,(2 B),61 B,62 B,(8 B),3 B,2 B,(193 B),8 B,-,-,-,-,-,-,-,-
VRNA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,TTM (Q1),2 B,3 B,(2 B),61 B,62 B,(8 B),3 B,2 B,(193 B),8 B,-,-,-,-,-,-,-,-
VRNA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VRNA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VRNA,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VTNY,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q1,-,7 B,4 B,3 B,2 B,-,-,-,-,-,-,-,-,-,-,-,-,-
VTNY,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q2,-,133 M,(137 M),5 B,942 M,(211 M),-,-,-,-,-,-,-,-,-,-,-,-
VTNY,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q3,-,3 B,(227 M),(3 B),391 M,-,-,-,-,-,-,-,-,-,-,-,-,-
VTNY,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Q4,-,(4 B),7 B,(3 B),(3 B),568 M,-,-,-,-,-,-,-,-,-,-,-,-
VTNY,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Annualised,-,6 B,11 B,2 B,749 M,357 M,-,-,-,-,-,-,-,-,-,-,-,-
VTNY,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,TTM (Q4),-,6 B,11 B,2 B,749 M,-,-,-,-,-,-,-,-,-,-,-,-,-
