Ticker,Sektor,Subsektor,Industri,Subindustri,Period,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
TRUS,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,TTM (Q1),16 B,19 B,28 B,26 B,24 B,24 B,18 B,17 B,18 B,13 B,-,-,-,-,-,-,-,-
TRUS,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Div (TTM),15.00,15.00,15.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRUS,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Payout Ratio,"7,167.74%",62.11%,42.88%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRUS,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Div Yield,4.24%,3.36%,3.36%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TSPC,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Q1,352 B,409 B,407 B,569 B,271 B,287 B,284 B,203 B,204 B,207 B,-,-,-,-,-,-,-,-
TSPC,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Q2,-,293 B,414 B,124 B,108 B,122 B,87 B,127 B,135 B,131 B,-,-,-,-,-,-,-,-
TSPC,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Q3,-,434 B,262 B,259 B,162 B,136 B,125 B,86 B,83 B,103 B,-,-,-,-,-,-,-,-
TSPC,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Q4,-,270 B,365 B,225 B,461 B,278 B,292 B,138 B,90 B,102 B,-,-,-,-,-,-,-,-
TSPC,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Annualised,"1,407 B","1,407 B","1,448 B","1,177 B","1,002 B",824 B,788 B,554 B,512 B,544 B,-,-,-,-,-,-,-,-
TSPC,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,TTM (Q1),"1,349 B","1,407 B","1,448 B","1,177 B","1,002 B",824 B,788 B,554 B,512 B,544 B,-,-,-,-,-,-,-,-
TSPC,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Div (TTM),200.00,200.00,125.00,125.00,125.00,70.00,60.00,50.00,40.00,40.00,-,-,-,-,-,-,-,-
TSPC,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Payout Ratio,64.10%,64.12%,38.94%,47.88%,56.28%,38.32%,34.35%,40.68%,35.23%,33.17%,-,-,-,-,-,-,-,-
TSPC,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Div Yield,8.03%,6.67%,4.77%,6.25%,8.12%,4.81%,3.93%,3.57%,2.47%,2.47%,-,-,-,-,-,-,-,-
TUGU,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q1,266 B,364 B,354 B,923 B,64 B,131 B,154 B,154 B,148 B,-,-,-,-,-,-,-,-,-
TUGU,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q2,-,(7 B),259 B,111 B,128 B,12 B,(57 B),54 B,(133 B),197 B,-,-,-,-,-,-,-,-
TUGU,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q3,-,237 B,227 B,91 B,44 B,78 B,133 B,78 B,79 B,85 B,-,-,-,-,-,-,-,-
TUGU,Keuangan,Asuransi,Asuransi,Asuransi Umum,Q4,-,116 B,(439 B),198 B,112 B,95 B,36 B,173 B,158 B,183 B,-,-,-,-,-,-,-,-
TUGU,Keuangan,Asuransi,Asuransi,Asuransi Umum,Annualised,"1,062 B",711 B,402 B,"1,322 B",347 B,316 B,265 B,459 B,249 B,465 B,-,-,-,-,-,-,-,-
TUGU,Keuangan,Asuransi,Asuransi,Asuransi Umum,TTM (Q1),612 B,711 B,402 B,"1,322 B",347 B,316 B,265 B,459 B,249 B,-,-,-,-,-,-,-,-,-
TUGU,Keuangan,Asuransi,Asuransi,Asuransi Umum,Div (TTM),99.99,99.99,78.85,148.77,39.05,35.60,26.10,38.70,20.80,-,-,-,-,-,-,-,-,-
TUGU,Keuangan,Asuransi,Asuransi,Asuransi Umum,Payout Ratio,33.46%,50.00%,69.81%,40.00%,40.00%,40.00%,35.00%,30.00%,29.71%,-,-,-,-,-,-,-,-,-
TUGU,Keuangan,Asuransi,Asuransi,Asuransi Umum,Div Yield,8.40%,9.61%,7.58%,12.72%,3.47%,4.98%,3.43%,2.79%,1.55%,-,-,-,-,-,-,-,-,-
TYRE,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Q1,5 B,8 B,7 B,6 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TYRE,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Q2,-,6 B,6 B,4 B,7 B,-,-,-,-,-,-,-,-,-,-,-,-,-
TYRE,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Q3,-,4 B,6 B,8 B,4 B,9 B,-,-,-,-,-,-,-,-,-,-,-,-
TYRE,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Q4,-,5 B,4 B,2 B,9 B,-,-,-,-,-,-,-,-,-,-,-,-,-
TYRE,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Annualised,22 B,23 B,23 B,20 B,20 B,9 B,-,-,-,-,-,-,-,-,-,-,-,-
TYRE,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,TTM (Q1),21 B,23 B,23 B,20 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TYRE,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Div (TTM),-,-,-,2.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TYRE,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Payout Ratio,-,30.67%,-,35.27%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TYRE,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Div Yield,-,1.50%,-,1.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UANG,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q1,-,(29 B),120 B,264 B,(27 B),(8 B),(4 B),-,-,-,-,-,-,-,-,-,-,-
UANG,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q2,-,4 B,(28 B),22 B,(26 B),(24 B),(6 B),(5 B),-,-,-,-,-,-,-,-,-,-
UANG,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q3,-,91 B,(18 B),18 B,264 B,(30 B),(13 B),(14 B),-,-,-,-,-,-,-,-,-,-
UANG,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q4,-,17 B,11 B,(42 B),(271 B),(14 B),(6 B),(5 B),-,-,-,-,-,-,-,-,-,-
UANG,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Annualised,-,83 B,85 B,261 B,(59 B),(76 B),(29 B),(24 B),-,-,-,-,-,-,-,-,-,-
UANG,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,TTM (Q4),-,83 B,85 B,261 B,(59 B),(76 B),(29 B),-,-,-,-,-,-,-,-,-,-,-
UANG,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Div (TTM),-,-,-,8.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UANG,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Payout Ratio,-,-,11.77%,3.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UANG,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Div Yield,-,-,1.66%,1.66%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UCID,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q1,51 B,22 B,129 B,92 B,89 B,103 B,(131 B),100 B,-,-,-,-,-,-,-,-,-,-
UCID,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q2,-,(28 B),127 B,93 B,27 B,140 B,321 B,54 B,-,-,-,-,-,-,-,-,-,-
UCID,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q3,-,(90 B),(21 B),92 B,138 B,135 B,10 B,175 B,-,-,-,-,-,-,-,-,-,-
UCID,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q4,-,"(1,099 B)",117 B,158 B,60 B,97 B,112 B,69 B,181 B,-,-,-,-,-,-,-,-,-
UCID,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Annualised,204 B,"(1,195 B)",350 B,435 B,313 B,475 B,311 B,399 B,181 B,-,-,-,-,-,-,-,-,-
UCID,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,TTM (Q1),"(1,166 B)","(1,195 B)",350 B,435 B,313 B,475 B,311 B,399 B,-,-,-,-,-,-,-,-,-,-
UCID,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Div (TTM),16.86,16.86,16.86,20.91,15.14,22.93,15.05,19.25,-,-,-,-,-,-,-,-,-,-
UCID,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Payout Ratio,34.35%,-5.86%,20.00%,20.00%,20.08%,20.08%,20.08%,20.07%,-,-,-,-,-,-,-,-,-,-
UCID,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Div Yield,4.19%,3.04%,3.04%,2.43%,1.35%,1.86%,0.94%,1.31%,-,-,-,-,-,-,-,-,-,-
UDNG,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Q1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UDNG,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Q2,-,153 M,(3 B),810 M,(966 M),-,-,-,-,-,-,-,-,-,-,-,-,-
UDNG,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Q3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UDNG,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Q4,-,(4 B),(742 M),(643 M),949 M,86 M,-,-,-,-,-,-,-,-,-,-,-,-
UDNG,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Annualised,-,(3 B),(4 B),167 M,(17 M),86 M,-,-,-,-,-,-,-,-,-,-,-,-
UDNG,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",TTM (Q4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UDNG,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UDNG,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UDNG,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UFOE,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Q1,3 B,3 B,3 B,2 B,3 B,3 B,2 B,-,-,-,-,-,-,-,-,-,-,-
UFOE,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Q2,-,5 B,4 B,3 B,3 B,1 B,577 M,2 B,-,-,-,-,-,-,-,-,-,-
UFOE,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Q3,-,4 B,5 B,5 B,5 B,3 B,8 B,-,-,-,-,-,-,-,-,-,-,-
UFOE,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Q4,-,8 B,7 B,2 B,2 B,4 B,(1 B),4 B,3 B,1 B,-,-,-,-,-,-,-,-
UFOE,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Annualised,11 B,20 B,19 B,13 B,13 B,12 B,9 B,5 B,3 B,1 B,-,-,-,-,-,-,-,-
UFOE,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,TTM (Q1),20 B,20 B,19 B,13 B,13 B,12 B,9 B,-,-,-,-,-,-,-,-,-,-,-
UFOE,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Div (TTM),-,-,-,1.10,-,-,0.52,-,-,-,-,-,-,-,-,-,-,-
UFOE,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Payout Ratio,-,16.95%,-,24.75%,-,-,15.98%,-,-,-,-,-,-,-,-,-,-,-
UFOE,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Div Yield,-,0.64%,-,0.64%,-,-,0.05%,-,-,-,-,-,-,-,-,-,-,-
ULTJ,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,Q1,496 B,365 B,405 B,355 B,292 B,404 B,436 B,300 B,167 B,238 B,-,-,-,-,-,-,-,-
ULTJ,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,Q2,-,239 B,350 B,256 B,316 B,257 B,119 B,209 B,192 B,142 B,-,-,-,-,-,-,-,-
ULTJ,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,Q3,-,357 B,126 B,328 B,227 B,250 B,419 B,306 B,251 B,262 B,-,-,-,-,-,-,-,-
ULTJ,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,Q4,-,392 B,255 B,230 B,126 B,361 B,126 B,218 B,88 B,62 B,-,-,-,-,-,-,-,-
ULTJ,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,Annualised,"1,982 B","1,353 B","1,137 B","1,169 B",961 B,"1,272 B","1,100 B","1,032 B",698 B,703 B,-,-,-,-,-,-,-,-
ULTJ,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,TTM (Q1),"1,484 B","1,353 B","1,137 B","1,169 B",961 B,"1,272 B","1,100 B","1,032 B",698 B,703 B,-,-,-,-,-,-,-,-
ULTJ,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,Div (TTM),130.00,130.00,45.00,40.00,30.00,25.00,85.00,12.00,12.00,10.00,-,-,-,-,-,-,-,-
ULTJ,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,Payout Ratio,68.19%,99.89%,41.17%,35.57%,32.47%,20.44%,80.37%,12.09%,17.88%,14.79%,-,-,-,-,-,-,-,-
ULTJ,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,Div Yield,8.13%,7.69%,3.23%,2.17%,1.53%,1.68%,5.36%,0.68%,0.85%,0.81%,-,-,-,-,-,-,-,-
UNIC,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q1,187 B,94 B,78 B,94 B,222 B,202 B,2 B,16 B,54 B,80 B,-,-,-,-,-,-,-,-
UNIC,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q2,-,102 B,72 B,46 B,205 B,219 B,59 B,22 B,29 B,35 B,-,-,-,-,-,-,-,-
UNIC,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q3,-,188 B,111 B,98 B,87 B,202 B,142 B,61 B,173 B,12 B,-,-,-,-,-,-,-,-
UNIC,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q4,-,227 B,69 B,106 B,47 B,211 B,202 B,73 B,(3 B),41 B,-,-,-,-,-,-,-,-
UNIC,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Annualised,749 B,609 B,329 B,342 B,571 B,833 B,404 B,173 B,252 B,168 B,-,-,-,-,-,-,-,-
UNIC,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,TTM (Q1),703 B,609 B,329 B,342 B,571 B,833 B,404 B,173 B,252 B,168 B,-,-,-,-,-,-,-,-
UNIC,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Div (TTM),663.00,663.00,448.00,286.00,360.00,550.00,259.00,116.00,450.00,92.00,-,-,-,-,-,-,-,-
UNIC,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Payout Ratio,33.94%,77.23%,52.19%,32.04%,24.15%,25.30%,24.59%,25.74%,68.33%,20.98%,-,-,-,-,-,-,-,-
UNIC,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Div Yield,5.16%,7.45%,4.69%,3.53%,4.07%,4.23%,3.08%,3.16%,10.04%,2.70%,-,-,-,-,-,-,-,-
UNIQ,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Q1,(25 B),5 B,4 B,3 B,2 B,(23 B),(373 M),-,-,-,-,-,-,-,-,-,-,-
UNIQ,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Q2,-,12 B,18 B,16 B,(12 B),3 B,(1 B),-,-,-,-,-,-,-,-,-,-,-
UNIQ,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Q3,-,24 B,33 B,12 B,24 B,4 B,(4 B),-,-,-,-,-,-,-,-,-,-,-
UNIQ,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Q4,-,(4 B),12 B,11 B,9 B,6 B,3 B,17 B,-,-,-,-,-,-,-,-,-,-
UNIQ,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Annualised,(100 B),38 B,68 B,42 B,23 B,(9 B),(2 B),17 B,-,-,-,-,-,-,-,-,-,-
UNIQ,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",TTM (Q1),7 B,38 B,68 B,42 B,23 B,(9 B),(2 B),-,-,-,-,-,-,-,-,-,-,-
UNIQ,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Div (TTM),-,-,-,3.98,3.65,-,-,-,-,-,-,-,-,-,-,-,-,-
UNIQ,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Payout Ratio,-,18.48%,-,29.41%,49.95%,-,-,-,-,-,-,-,-,-,-,-,-,-
UNIQ,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Div Yield,-,0.71%,-,0.71%,2.01%,-,-,-,-,-,-,-,-,-,-,-,-,-
UNIT,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Q1,-,-,-,-,-,-,161 M,219 M,71 M,86 M,(450 M),742 M,-,-,-,-,-,-
UNIT,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Q2,-,-,-,-,-,-,59 M,236 M,298 M,133 M,464 M,(4 B),-,-,-,-,-,-
UNIT,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Q3,-,-,-,-,-,-,-,94 M,3 M,54 M,231 M,(1 B),-,-,-,-,-,-
UNIT,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Q4,-,-,-,-,-,-,-,28 M,29 M,363 M,556 M,6 B,-,-,-,-,-,-
UNIT,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Annualised,-,-,-,-,-,-,440 M,577 M,401 M,635 M,801 M,417 M,-,-,-,-,-,-
UNIT,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,TTM (Q2),-,-,-,-,-,-,342 M,577 M,401 M,635 M,801 M,417 M,-,-,-,-,-,-
UNIT,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNIT,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNIT,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNSP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q1,3 B,(224 B),(244 B),228 B,25 B,(311 B),"(1,518 B)",34 B,(388 B),(352 B),-,-,-,-,-,-,-,-
UNSP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q2,-,240 B,(330 B),16 B,305 B,73 B,"1,132 B",(79 B),(224 B),(119 B),-,-,-,-,-,-,-,-
UNSP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q3,-,(80 B),"2,605 B",(92 B),(126 B),158 B,(669 B),(140 B),(524 B),(217 B),-,-,-,-,-,-,-,-
UNSP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q4,-,80 B,"(1,893 B)",(89 B),14 B,209 B,287 B,"(4,272 B)",(345 B),(952 B),-,-,-,-,-,-,-,-
UNSP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Annualised,13 B,16 B,139 B,63 B,217 B,129 B,(768 B),"(4,459 B)","(1,480 B)","(1,641 B)",-,-,-,-,-,-,-,-
UNSP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,TTM (Q1),243 B,16 B,139 B,63 B,217 B,129 B,(768 B),"(4,459 B)","(1,480 B)","(1,641 B)",-,-,-,-,-,-,-,-
UNSP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNSP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNSP,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNTD,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Q1,(11 B),2 B,3 B,31 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNTD,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Q2,-,(1 B),2 B,15 B,21 B,-,-,-,-,-,-,-,-,-,-,-,-,-
UNTD,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Q3,-,(11 B),13 B,4 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNTD,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Q4,-,(23 B),2 B,3 B,21 B,41 B,47 B,-,-,-,-,-,-,-,-,-,-,-
UNTD,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Annualised,(46 B),(33 B),21 B,53 B,42 B,41 B,47 B,-,-,-,-,-,-,-,-,-,-,-
UNTD,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,TTM (Q1),(47 B),(33 B),21 B,53 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNTD,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Div (TTM),5.00,5.00,5.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNTD,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Payout Ratio,-72.67%,160.14%,160.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNTD,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Div Yield,6.10%,5.38%,5.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UNTR,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Q1,643 B,"3,187 B","4,547 B","5,323 B","4,321 B","1,867 B","1,823 B","3,053 B","2,531 B","1,501 B",-,-,-,-,-,-,-,-
UNTR,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Q2,-,"4,943 B","4,985 B","5,893 B","6,036 B","2,649 B","2,238 B","2,609 B","2,948 B","1,922 B",-,-,-,-,-,-,-,-
UNTR,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Q3,-,"3,345 B","6,059 B","4,132 B","5,510 B","3,302 B","1,277 B","2,978 B","3,593 B","2,215 B",-,-,-,-,-,-,-,-
UNTR,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Q4,-,"3,335 B","3,940 B","5,263 B","5,139 B","2,462 B",665 B,"2,673 B","2,054 B","1,765 B",-,-,-,-,-,-,-,-
